x_name,x_type,y_name,y_type,relation
imiglucerase,drug,liver disease,disease,treated_by
imiglucerase,drug,lipid storage disease,disease,treated_by
imiglucerase,drug,splenic disease,disease,treated_by
mood stabilizer,drug,mental disorder,disease,treated_by
mood stabilizer,drug,major depressive disorder,disease,treated_by
trimeprazine,drug,urticaria,disease,treated_by
trimeprazine,drug,atopic dermatitis,disease,treated_by
trimeprazine,drug,contact dermatitis,disease,treated_by
trimeprazine,drug,allergic contact dermatitis,disease,treated_by
carbamide peroxide,drug,periodontitis,disease,treated_by
carbamide peroxide,drug,gingivitis,disease,treated_by
carbamide peroxide,drug,stomatitis,disease,treated_by
carbamide peroxide,drug,epidermolytic hyperkeratosis,disease,treated_by
carbamide peroxide,drug,intracranial hypertension,disease,treated_by
mibefradil,drug,arterial hypertension,disease,treated_by
mibefradil,drug,angina pectoris,disease,treated_by
micafungin,drug,aspergillosis,disease,treated_by
micafungin,drug,candidiasis,disease,treated_by
midostaurin,drug,acute myeloid leukemia,disease,treated_by
nasîhat,drug,khusran,disease,treated_by
neratinib,drug,breast cancer,disease,treated_by
nesiritide,drug,cardiac asthma,disease,treated_by
nesiritide,drug,congestive heart failure,disease,treated_by
nivolumab,drug,melanoma,disease,treated_by
nivolumab,drug,lymphoma,disease,treated_by
nivolumab,drug,acute myeloid leukemia,disease,treated_by
nivolumab,drug,bladder cancer,disease,treated_by
nivolumab,drug,myelodysplastic syndrome,disease,treated_by
nivolumab,drug,non-hodgkin lymphoma,disease,treated_by
nivolumab,drug,renal cell carcinoma,disease,treated_by
nivolumab,drug,merkel cell carcinoma,disease,treated_by
nivolumab,drug,transitional cell carcinoma,disease,treated_by
nivolumab,drug,diffuse large b-cell lymphoma,disease,treated_by
nivolumab,drug,kidney cancer,disease,treated_by
nivolumab,drug,non-small-cell lung carcinoma,disease,treated_by
nivolumab,drug,squamous cell carcinoma of the lung,disease,treated_by
nivolumab,drug,head and neck squamous cell carcinoma,disease,treated_by
nivolumab,drug,colon cancer,disease,treated_by
nivolumab,drug,benign mesothelioma,disease,treated_by
nivolumab,drug,bronchus carcinoma,disease,treated_by
nivolumab,drug,renal clear cell carcinoma,disease,treated_by
nivolumab,drug,anal carcinoma,disease,treated_by
nivolumab,drug,benign pleural mesothelioma,disease,treated_by
nivolumab,drug,hematologic cancer,disease,treated_by
nivolumab,drug,metastatic melanoma,disease,treated_by
nivolumab,drug,tongue squamous cell carcinoma,disease,treated_by
nivolumab,drug,secondary neoplasm,disease,treated_by
norgestimate,drug,amenorrhea,disease,treated_by
olaparib,drug,carcinoma,disease,treated_by
olaparib,drug,ovarian cancer,disease,treated_by
orbifloxacin,drug,cystitis,disease,treated_by
oritavancin,drug,cellulitis,disease,treated_by
ospemifene,drug,psychologic dyspareunia,disease,treated_by
oxyclozanide,drug,fasciolopsiasis,disease,treated_by
leronlimab,drug,covid-19,disease,treated_by
pamabrom,drug,premenstrual syndrome,disease,treated_by
pazopanib,drug,renal cell carcinoma,disease,treated_by
pazopanib,drug,gastrointestinal stromal tumor,disease,treated_by
pazopanib,drug,renal pelvis carcinoma,disease,treated_by
pazopanib,drug,synovial sarcoma,disease,treated_by
pazopanib,drug,kidney cancer,disease,treated_by
pazopanib,drug,uterine sarcoma,disease,treated_by
pazopanib,drug,connective tissue benign neoplasm,disease,treated_by
pazopanib,drug,renal clear cell carcinoma,disease,treated_by
pazopanib,drug,uterus leiomyosarcoma,disease,treated_by
pazopanib,drug,rare urinary tract tumor,disease,treated_by
pegaspargase,drug,chronic lymphocytic leukemia,disease,treated_by
pegaspargase,drug,lymphoid leukemia,disease,treated_by
pegaspargase,drug,lymphosarcoma,disease,treated_by
peginterferon alfa-2b,drug,hepatitis,disease,treated_by
peginterferon alfa-2b,drug,liver cirrhosis,disease,treated_by
peginterferon alfa-2b,drug,hepatitis c,disease,treated_by
peginterferon alfa-2b,drug,melanoma,disease,treated_by
pegloticase,drug,gout,disease,treated_by
pemirolast,drug,giant papillary conjunctivitis,disease,treated_by
pemirolast,drug,vernal conjunctivitis,disease,treated_by
pheneturide,drug,epilepsy,disease,treated_by
phenyltoloxamine,drug,urticaria,disease,treated_by
pimavanserin,drug,parkinson's disease,disease,treated_by
pimavanserin,drug,dementia,disease,treated_by
pimavanserin,drug,psychosis,disease,treated_by
pimavanserin,drug,lewy body dementia,disease,treated_by
pimavanserin,drug,parkinsonian syndrome,disease,treated_by
polycarbophil calcium,drug,constipation,disease,treated_by
polycarbophil calcium,drug,irritable bowel syndrome,disease,treated_by
polythiazide,drug,arterial hypertension,disease,treated_by
polythiazide,drug,anasarka,disease,treated_by
polythiazide,drug,nephrotic syndrome,disease,treated_by
polythiazide,drug,congestive heart failure,disease,treated_by
pomalidomide,drug,amyloidosis,disease,treated_by
pomalidomide,drug,myelofibrosis,disease,treated_by
pomalidomide,drug,plasma cell leukemia,disease,treated_by
preproinsulin,drug,maturity-onset diabetes of the young type 2,disease,treated_by
propiomazine,drug,insomnia,disease,treated_by
ramucirumab,drug,liver cancer,disease,treated_by
ramucirumab,drug,non-small-cell lung carcinoma,disease,treated_by
ramucirumab,drug,colon cancer,disease,treated_by
ramucirumab,drug,gastric adenocarcinoma,disease,treated_by
rimexolone,drug,inflammation,disease,treated_by
rimexolone,drug,anterior uveitis,disease,treated_by
rintatolimod,drug,myalgic encephalomyelitis/chronic fatigue syndrome,disease,treated_by
romidepsin,drug,mycosis fungoides,disease,treated_by
romidepsin,drug,t-cell lymphoma,disease,treated_by
romidepsin,drug,mature t-cell and nk-cell lymphoma,disease,treated_by
rucaparib,drug,peritoneum cancer,disease,treated_by
rucaparib,drug,fallopian tube carcinoma,disease,treated_by
ruxolitinib,drug,leukemia,disease,treated_by
ruxolitinib,drug,acute myeloid leukemia,disease,treated_by
ruxolitinib,drug,thrombocytopenia,disease,treated_by
botulinum toxin type b,drug,dystonia,disease,treated_by
fitoterapia,drug,l1466709,disease,treated_by
cambendazole,drug,parasitic helminthiasis infectious disease,disease,treated_by
gender-affirmative care,drug,gender dysphoria,disease,treated_by
gender-affirmative care,drug,gender dysphoria in children,disease,treated_by
dexamethasone acetate,drug,multiple myeloma,disease,treated_by
diphtheria antitoxin,drug,diphtheria,disease,treated_by
icotinib,drug,non-small-cell lung carcinoma,disease,treated_by
favipiravir,drug,covid-19,disease,treated_by
aluminum chloride hexahydrate,drug,dental caries,disease,treated_by
charlotte's web,drug,charlotte figi,disease,treated_by
metreleptin,drug,acquired lipodystrophy,disease,treated_by
heptavalent botulism antitoxin,drug,botulism,disease,treated_by
trauma focused cognitive behavioral therapy,drug,post-traumatic stress disorder,disease,treated_by
tooth regeneration,drug,dental caries,disease,treated_by
ledipasvir/sofosbuvir,drug,hepatitis,disease,treated_by
ledipasvir/sofosbuvir,drug,liver cirrhosis,disease,treated_by
ledipasvir/sofosbuvir,drug,hepatitis c,disease,treated_by
ledipasvir/sofosbuvir,drug,gastroesophageal reflux disease,disease,treated_by
aminosalicylate,drug,crohn's disease,disease,treated_by
grazoprevir,drug,hepatitis c,disease,treated_by
mitomycin,drug,glaucoma,disease,treated_by
mitomycin,drug,bladder cancer,disease,treated_by
mitomycin,drug,large intestine cancer,disease,treated_by
mitomycin,drug,cribriform carcinoma,disease,treated_by
ombitasvir/paritaprevir/ritonavir,drug,hepatitis c,disease,treated_by
binimetinib,drug,low-grade serous carcinoma,disease,treated_by
dabigatran etexilate,drug,arterial hypertension,disease,treated_by
dabigatran etexilate,drug,heart arrhythmia,disease,treated_by
dabigatran etexilate,drug,heart disease,disease,treated_by
dabigatran etexilate,drug,pulmonary embolism,disease,treated_by
dabigatran etexilate,drug,thrombosis,disease,treated_by
dabigatran etexilate,drug,transient cerebral isolation,disease,treated_by
dabigatran etexilate,drug,atrial fibrillation,disease,treated_by
dabigatran etexilate,drug,atrial flutter,disease,treated_by
dabigatran etexilate,drug,congestive heart failure,disease,treated_by
xadani,drug,bubonic plague,disease,treated_by
atezolizumab,drug,liver cancer,disease,treated_by
antihemophilic factor,drug,von willebrand's disease,disease,treated_by
antihemophilic factor,drug,hemophilia a,disease,treated_by
antihemophilic factor,drug,factor vii deficiency,disease,treated_by
aldesleukin,drug,melanoma,disease,treated_by
aldesleukin,drug,multiple myeloma,disease,treated_by
aldesleukin,drug,bellini duct carcinoma,disease,treated_by
aldesleukin,drug,large intestine cancer,disease,treated_by
aldesleukin,drug,lymphosarcoma,disease,treated_by
aldesleukin,drug,hiv infection,disease,treated_by
pegademase bovine,drug,bare lymphocyte syndrome 2,disease,treated_by
laronidase,drug,mucopolysaccharidosis i,disease,treated_by
agalsidase beta,drug,fabry disease,disease,treated_by
agalsidase beta,drug,lipid storage disease,disease,treated_by
thyrotropin alfa,drug,thyroid cancer,disease,treated_by
thyrotropin alfa,drug,thyroid carcinoma,disease,treated_by
l-lysine,drug,patent ductus arteriosus,disease,treated_by
metocurine iodide,drug,tetanus,disease,treated_by
myristyl sulfate,drug,varicose veins,disease,treated_by
gonadorelin,drug,amenorrhea,disease,treated_by
colistimethate,drug,urinary tract infection,disease,treated_by
colistimethate,drug,bacterial infectious disease,disease,treated_by
colistimethate,drug,escherichia coli infectious disease,disease,treated_by
colistimethate,drug,pseudomonas infection,disease,treated_by
colistimethate,drug,gram-negative bacterial infection,disease,treated_by
magnesium salicylate tetrahydrate,drug,pain,disease,treated_by
magnesium salicylate tetrahydrate,drug,hyperthermia,disease,treated_by
ginseng,drug,fatigue,disease,treated_by
ginseng,drug,erectile dysfunction,disease,treated_by
thyroglobulin,drug,hypothyroidism,disease,treated_by
thyroglobulin,drug,goiter,disease,treated_by
thyroglobulin,drug,autoimmune thyroiditis,disease,treated_by
thyroglobulin,drug,myxedema,disease,treated_by
thyroglobulin,drug,thyrotoxicosis,disease,treated_by
thyroglobulin,drug,thyroid carcinoma,disease,treated_by
tinzaparin,drug,pulmonary embolism,disease,treated_by
ferric carboxymaltose,drug,anemia,disease,treated_by
ferric carboxymaltose,drug,iron deficiency anemia,disease,treated_by
follitropin alpha,drug,infertility,disease,treated_by
ixazomib,drug,multiple myeloma,disease,treated_by
ixazomib,drug,amyloidosis,disease,treated_by
eliglustat,drug,gaucher's disease,disease,treated_by
dulaglutide,drug,type-1 diabetes,disease,treated_by
dulaglutide,drug,glucose intolerance,disease,treated_by
finafloxacin,drug,otitis externa,disease,treated_by
ceftolozane/tazobactam,drug,pyelonephritis,disease,treated_by
ceritinib,drug,non-small-cell lung carcinoma,disease,treated_by
ceritinib,drug,lung carcinoma in situ,disease,treated_by
edoxaban,drug,pulmonary embolism,disease,treated_by
edoxaban,drug,atrial fibrillation,disease,treated_by
dinutuximab,drug,"neuroblastoma, susceptibility to",disease,treated_by
crisaborole,drug,dermatitis,disease,treated_by
etelcalcetide,drug,secondary hyperparathyroidism,disease,treated_by
norepinephrine,drug,nicotine poisoning,disease,treated_by
alectinib,drug,non-small-cell lung carcinoma,disease,treated_by
apabetalone,drug,covid-19,disease,treated_by
interferon omega 1,drug,feline infectious peritonitis,disease,treated_by
patiromer,drug,hyperkalemia,disease,treated_by
osimertinib,drug,non-small-cell lung carcinoma,disease,treated_by
osimertinib,drug,lung carcinoma in situ,disease,treated_by
podophyllin,drug,anogenital venereal wart,disease,treated_by
podophyllin,drug,female reproductive system disease,disease,treated_by
podophyllin,drug,male reproductive system disease,disease,treated_by
ketorolac tromethamine,drug,pain,disease,treated_by
ketorolac tromethamine,drug,inflammation,disease,treated_by
ketorolac tromethamine,drug,photophobia,disease,treated_by
ketorolac tromethamine,drug,giant papillary conjunctivitis,disease,treated_by
penicillin v potassium,drug,sinusitis,disease,treated_by
penicillin v potassium,drug,urinary tract infection,disease,treated_by
penicillin v potassium,drug,otitis media,disease,treated_by
penicillin v potassium,drug,skin infection,disease,treated_by
penicillin v potassium,drug,upper respiratory tract infection,disease,treated_by
prednisolone acetate,drug,allergic conjunctivitis,disease,treated_by
prednisolone acetate,drug,rosacea,disease,treated_by
prednisolone acetate,drug,herpes simplex virus keratitis,disease,treated_by
prednisolone acetate,drug,iritis,disease,treated_by
sennoside a,drug,constipation,disease,treated_by
heliomycin,drug,dermatitis,disease,treated_by
heliomycin,drug,pyoderma,disease,treated_by
bosentan hydrate,drug,pulmonary hypertension,disease,treated_by
bosentan hydrate,drug,connective tissue disease,disease,treated_by
bosentan hydrate,drug,systemic scleroderma,disease,treated_by
bosentan hydrate,drug,portopulmonary hypertension,disease,treated_by
bosentan hydrate,drug,chronic pulmonary heart disease,disease,treated_by
imatinib mesylate,drug,accelerated phase chronic myelogenous leukemia,disease,treated_by
imatinib mesylate,drug,chronic myeloid leukemia,disease,treated_by
imatinib mesylate,drug,gastrointestinal system cancer,disease,treated_by
mercaptopurine hydrate,drug,ulcerative colitis,disease,treated_by
novobiocin sodium,drug,mastitis,disease,treated_by
dicloxacillin sodium,drug,pneumonia,disease,treated_by
dicloxacillin sodium,drug,bronchitis,disease,treated_by
dicloxacillin sodium,drug,bacterial infectious disease,disease,treated_by
pantoprazole sodium,drug,esophagitis,disease,treated_by
penicillin g sodium,drug,gonorrhea,disease,treated_by
carbenicillin indanyl,drug,urinary tract infection,disease,treated_by
carbenicillin indanyl,drug,prostatitis,disease,treated_by
(r)-zopiclone,drug,sleep disorder,disease,treated_by
(r)-carbinoxamine,drug,allergic rhinitis,disease,treated_by
(r)-carbinoxamine,drug,angioedema,disease,treated_by
(r)-carbinoxamine,drug,vasomotor rhinitis,disease,treated_by
cyproheptadine hydrochloride,drug,urticaria,disease,treated_by
cyproheptadine hydrochloride,drug,allergic rhinitis,disease,treated_by
cyproheptadine hydrochloride,drug,allergic conjunctivitis,disease,treated_by
cyproheptadine hydrochloride,drug,angioedema,disease,treated_by
cyproheptadine hydrochloride,drug,vasomotor rhinitis,disease,treated_by
docetaxel trihydrate,drug,bladder cancer,disease,treated_by
docetaxel trihydrate,drug,invasive ductal carcinoma,disease,treated_by
docetaxel trihydrate,drug,non-small-cell lung carcinoma,disease,treated_by
docetaxel trihydrate,drug,head and neck squamous cell carcinoma,disease,treated_by
docetaxel trihydrate,drug,gastric adenocarcinoma,disease,treated_by
docetaxel trihydrate,drug,tongue squamous cell carcinoma,disease,treated_by
docetaxel trihydrate,drug,bone sarcoma,disease,treated_by
entecavir hydrate,drug,hepatitis b,disease,treated_by
entecavir hydrate,drug,liver cirrhosis,disease,treated_by
entecavir hydrate,drug,chronic hepatitis b,disease,treated_by
(s)-thalidomide,drug,multiple myeloma,disease,treated_by
(s)-thalidomide,drug,lepromatous leprosy,disease,treated_by
indacaterol maleate,drug,chronic obstructive pulmonary disease,disease,treated_by
vilazodone hydrochloride,drug,major depressive disorder,disease,treated_by
dasatinib monohydrate,drug,leukemia,disease,treated_by
dasatinib monohydrate,drug,acute myeloid leukemia,disease,treated_by
dasatinib monohydrate,drug,acute leukemia,disease,treated_by
dasatinib monohydrate,drug,chronic lymphocytic leukemia,disease,treated_by
dasatinib monohydrate,drug,chronic leukemia,disease,treated_by
dasatinib monohydrate,drug,lymphoblastic leukemia,disease,treated_by
cabozantinib s-malate,drug,renal cell carcinoma,disease,treated_by
avutometinib,drug,low-grade serous carcinoma,disease,treated_by
distigmine,drug,myasthenia gravis,disease,treated_by
distigmine,drug,neurogenic bladder,disease,treated_by
disophenol,drug,parasitic helminthiasis infectious disease,disease,treated_by
lenvatinib mesylate,drug,thyroid cancer,disease,treated_by
sulfisoxazole diolamine,drug,trachoma,disease,treated_by
sulfisoxazole diolamine,drug,corneal ulcer,disease,treated_by
flupentixol,drug,schizophrenia,disease,treated_by
flupentixol,drug,depression,disease,treated_by
diphemanil,drug,asthma,disease,treated_by
diphemanil,drug,peptic ulcer disease,disease,treated_by
phenyl aminosalicylate,drug,primary tuberculosis,disease,treated_by
"(2r,3r,11br)-9,10-dimethoxy-3-(2-methylpropyl)-2,3,4,6,7,11b-hexahydro-1h-benzo[a]quinolizin-2-ol",drug,dyskinesia of esophagus,disease,treated_by
fazadinium,drug,drug-induced dyskinesia,disease,treated_by
magnesium sulfate dihydrate,drug,irukandji syndrome,disease,treated_by
vaborbactam,drug,urinary tract infection,disease,treated_by
desmopressin acetate,drug,bleeding,disease,treated_by
desmopressin acetate,drug,diabetes insipidus,disease,treated_by
desmopressin acetate,drug,nocturnal enuresis,disease,treated_by
desmopressin acetate,drug,thrombocytopenia,disease,treated_by
desmopressin acetate,drug,hemorrhagic disease,disease,treated_by
desmopressin acetate,drug,von willebrand's disease,disease,treated_by
desmopressin acetate,drug,wolfram syndrome,disease,treated_by
desmopressin acetate,drug,nocturia,disease,treated_by
desmopressin acetate,drug,hyposthenuria,disease,treated_by
desmopressin acetate,drug,hemophilia a,disease,treated_by
desmopressin acetate,drug,enuresis,disease,treated_by
desmopressin acetate,drug,central diabetes insipidus,disease,treated_by
desmopressin acetate,drug,uremia,disease,treated_by
desmopressin acetate,drug,acquired central diabetes insipidus,disease,treated_by
desmopressin acetate,drug,gestational diabetes insipidus,disease,treated_by
desmopressin acetate,drug,hereditary central diabetes insipidus,disease,treated_by
"4,4'-(1,3-propanediylbis(oxy))bis-benzoic acid",drug,glioblastoma,disease,treated_by
pyritinol,drug,alzheimer's disease,disease,treated_by
iron(ii) fumarate,drug,iron deficiency anemia,disease,treated_by
iron(ii) fumarate,drug,hypochromic anemia,disease,treated_by
fomepizole,drug,methanol poisoning,disease,treated_by
fomepizole,drug,ethylene glycol exposure,disease,treated_by
cromoglicic acid,drug,asthma,disease,treated_by
cromoglicic acid,drug,mastocytosis,disease,treated_by
cromoglicic acid,drug,food allergy,disease,treated_by
cromoglicic acid,drug,inflammatory bowel diseases,disease,treated_by
entacapone,drug,parkinson's disease,disease,treated_by
azacitidine,drug,acute myeloid leukemia,disease,treated_by
azacitidine,drug,myelodysplastic syndrome,disease,treated_by
azacitidine,drug,chronic myelomonocytic leukemia,disease,treated_by
azacitidine,drug,myelofibrosis,disease,treated_by
azacitidine,drug,refractory anemia with excess blasts in transformation,disease,treated_by
alosetron,drug,irritable bowel syndrome,disease,treated_by
metaproterenol,drug,asthma,disease,treated_by
metaproterenol,drug,obstructive lung disease,disease,treated_by
streptokinase,drug,myocardial infarction,disease,treated_by
streptokinase,drug,pulmonary embolism,disease,treated_by
thiotepa,drug,lymphoma,disease,treated_by
thiotepa,drug,bladder cancer,disease,treated_by
thiotepa,drug,b-cell lymphoma,disease,treated_by
thiotepa,drug,cribriform carcinoma,disease,treated_by
thiotepa,drug,spindle cell sarcoma,disease,treated_by
enoxaparin sodium,drug,feline arterial thromboembolism,disease,treated_by
asenapine,drug,psychosis,disease,treated_by
asenapine,drug,schizoaffective disorder,disease,treated_by
prostaglandin e2,drug,uterine cancer,disease,treated_by
prostaglandin e2,drug,uterine disease,disease,treated_by
triclocarban,drug,trichobacteriosis axillaris,disease,treated_by
nefazodone,drug,post-traumatic stress disorder,disease,treated_by
nefazodone,drug,depression,disease,treated_by
nefazodone,drug,neurotic disorder,disease,treated_by
medroxyprogesterone,drug,endometriosis,disease,treated_by
nedocromil,drug,giant papillary conjunctivitis,disease,treated_by
nedocromil,drug,vernal conjunctivitis,disease,treated_by
enflurane,drug,status asthmaticus,disease,treated_by
mepivacaine,drug,pain,disease,treated_by
cidoxepin,drug,pain,disease,treated_by
cidoxepin,drug,atopic dermatitis,disease,treated_by
cidoxepin,drug,anxiety disorder,disease,treated_by
cidoxepin,drug,insomnia,disease,treated_by
cidoxepin,drug,neurotic disorder,disease,treated_by
carisoprodol,drug,pain,disease,treated_by
carisoprodol,drug,spasticity,disease,treated_by
carisoprodol,drug,spasm,disease,treated_by
carisoprodol,drug,inflammatory myopathy,disease,treated_by
levonorgestrel,drug,endometriosis,disease,treated_by
levonorgestrel,drug,adenomyosis,disease,treated_by
dacarbazine,drug,melanoma,disease,treated_by
dacarbazine,drug,hodgkin lymphoma,disease,treated_by
dacarbazine,drug,neuroblastoma,disease,treated_by
dacarbazine,drug,fibrosarcoma,disease,treated_by
dacarbazine,drug,rhabdomyosarcoma,disease,treated_by
dacarbazine,drug,islet cell carcinoma,disease,treated_by
dacarbazine,drug,medullary carcinoma,disease,treated_by
dacarbazine,drug,"hodgkin's lymphoma, mixed cellularity",disease,treated_by
dacarbazine,drug,spindle cell sarcoma,disease,treated_by
sumatriptan,drug,migraine,disease,treated_by
sumatriptan,drug,giant cell arteritis,disease,treated_by
sumatriptan,drug,migraine without aura,disease,treated_by
sumatriptan,drug,migraine with aura,disease,treated_by
lurasidone,drug,anxiety,disease,treated_by
lurasidone,drug,psychosis,disease,treated_by
lurasidone,drug,mood disorder,disease,treated_by
lurasidone,drug,schizoaffective disorder,disease,treated_by
levamisole,drug,colonic benign neoplasm,disease,treated_by
(rs)-econazole,drug,pityriasis versicolor,disease,treated_by
(rs)-econazole,drug,tinea pedis,disease,treated_by
(rs)-econazole,drug,cutaneous candidiasis,disease,treated_by
(rs)-econazole,drug,tinea,disease,treated_by
erythrityl tetranitrate,drug,angina pectoris,disease,treated_by
levomepromazine,drug,pain,disease,treated_by
levomepromazine,drug,anxiety disorder,disease,treated_by
methylprednisolone,drug,multiple sclerosis,disease,treated_by
methylprednisolone,drug,cancer,disease,treated_by
methylprednisolone,drug,allergy,disease,treated_by
methylprednisolone,drug,inflammation,disease,treated_by
methylprednisolone,drug,arthritis,disease,treated_by
methylprednisolone,drug,sinusitis,disease,treated_by
methylprednisolone,drug,rheumatoid arthritis,disease,treated_by
methylprednisolone,drug,congenital adrenal hyperplasia,disease,treated_by
methylprednisolone,drug,nephrotic syndrome,disease,treated_by
methylprednisolone,drug,contact dermatitis,disease,treated_by
methylprednisolone,drug,optic neuritis,disease,treated_by
methylprednisolone,drug,interstitial lung disease,disease,treated_by
methylprednisolone,drug,graft-versus-host disease,disease,treated_by
methylprednisolone,drug,lupus nephritis,disease,treated_by
methylprednisolone,drug,hematopoietic system disease,disease,treated_by
methylprednisolone,drug,hypersensitivity,disease,treated_by
methylprednisolone,drug,respiratory distress,disease,treated_by
methylprednisolone,drug,autoimmune disease,disease,treated_by
methylprednisolone,drug,relapsing-remitting multiple sclerosis,disease,treated_by
methylprednisolone,drug,osteoarthritis susceptibility 1,disease,treated_by
methylprednisolone,drug,acute graft versus host disease,disease,treated_by
methylprednisolone,drug,primary angiitis of the central nervous system,disease,treated_by
(s)-etiracetam,drug,epilepsy,disease,treated_by
midecamycin,drug,erysipelas,disease,treated_by
aluminum subacetate,drug,otitis externa,disease,treated_by
dicyclomine,drug,irritable bowel syndrome,disease,treated_by
dicyclomine,drug,functional gastrointestinal disorder,disease,treated_by
fludrocortisone,drug,addison's disease,disease,treated_by
fludrocortisone,drug,postural orthostatic tachycardia syndrome,disease,treated_by
fludrocortisone,drug,adrenal gland hyperfunction,disease,treated_by
abatacept,drug,arthritis,disease,treated_by
abatacept,drug,polyarthritis,disease,treated_by
abatacept,drug,covid-19,disease,treated_by
clofibrate,drug,arteriosclerosis,disease,treated_by
clofibrate,drug,coronary artery disease,disease,treated_by
clofibrate,drug,hypertriglyceridemia,disease,treated_by
clofibrate,drug,familial hyperlipidemia,disease,treated_by
"(5e)-5-[(3as,5r,6as)-5-hydroxy-4-[(1e,3s)-3-hydroxy-4-methyl-1-octen-6-yn-1-yl]hexahydro-2(1h)-pentalenylidene]pentanoic acid",drug,pulmonary hypertension,disease,treated_by
"(5e)-5-[(3as,5r,6as)-5-hydroxy-4-[(1e,3s)-3-hydroxy-4-methyl-1-octen-6-yn-1-yl]hexahydro-2(1h)-pentalenylidene]pentanoic acid",drug,chronic pulmonary heart disease,disease,treated_by
pralidoxime,drug,sarin exposure,disease,treated_by
pralidoxime,drug,soman exposure,disease,treated_by
pralidoxime,drug,tabun exposure,disease,treated_by
pralidoxime,drug,vx exposure,disease,treated_by
cephalothin,drug,staphylococcal infection,disease,treated_by
cephalothin,drug,urinary tract infection,disease,treated_by
cephalothin,drug,upper respiratory tract infection,disease,treated_by
cephalothin,drug,escherichia coli infectious disease,disease,treated_by
cephalothin,drug,gram-negative bacterial infection,disease,treated_by
demeclocycline,drug,acne,disease,treated_by
demeclocycline,drug,gonorrhea,disease,treated_by
demeclocycline,drug,pertussis,disease,treated_by
demeclocycline,drug,urinary tract infection,disease,treated_by
demeclocycline,drug,bacterial infectious disease,disease,treated_by
demeclocycline,drug,syndrome of inappropriate antidiuretic hormone secretion,disease,treated_by
demeclocycline,drug,gram-negative bacterial infection,disease,treated_by
alfuzosin,drug,prostatic hypertrophy,disease,treated_by
imidurea,drug,pityriasis versicolor,disease,treated_by
clorsulon,drug,lice infestation,disease,treated_by
clorsulon,drug,hypodermyasis,disease,treated_by
low molecular weight heparin,drug,cerebral venous sinus thrombosis,disease,treated_by
insulin aspart,drug,type-1 diabetes,disease,treated_by
insulin aspart,drug,hyperglycemia,disease,treated_by
insulin aspart,drug,maturity-onset diabetes of the young type 2,disease,treated_by
syrup of ipecac,drug,thallium poisoning,disease,treated_by
etidronic acid,drug,hypercalcemia,disease,treated_by
loxoprofen,drug,periarthritis,disease,treated_by
monobenzone,drug,vitiligo,disease,treated_by
monobenzone,drug,pigmentation disorder,disease,treated_by
avobenzone,drug,photodermatitis,disease,treated_by
meclofenamic acid,drug,pain,disease,treated_by
meclofenamic acid,drug,inflammation,disease,treated_by
meclofenamic acid,drug,arthritis,disease,treated_by
tiludronic acid,drug,mammary paget's disease,disease,treated_by
medroxyprogesterone acetate,drug,adenomyosis,disease,treated_by
antineoplastic,drug,cancer,disease,treated_by
apremilast,drug,multiple sclerosis,disease,treated_by
apremilast,drug,ankylosing spondylitis,disease,treated_by
apremilast,drug,arthritis,disease,treated_by
apremilast,drug,psoriasis,disease,treated_by
apremilast,drug,psoriatic arthritis,disease,treated_by
apremilast,drug,behçet's disease,disease,treated_by
apremilast,drug,guttate psoriasis,disease,treated_by
apremilast,drug,osteoarthritis susceptibility 1,disease,treated_by
apremilast,drug,psoriasis-related juvenile idiopathic arthritis,disease,treated_by
apremilast,drug,covid-19,disease,treated_by
amoxicillin/clavulanic acid,drug,melioidosis,disease,treated_by
amoxicillin/clavulanic acid,drug,haemophilus influenzae infectious disease,disease,treated_by
bacampicillin,drug,gonorrhea,disease,treated_by
bacampicillin,drug,listeriosis,disease,treated_by
bacampicillin,drug,urinary tract infection,disease,treated_by
bacampicillin,drug,upper respiratory tract infection,disease,treated_by
bacampicillin,drug,escherichia coli infectious disease,disease,treated_by
benzthiazide,drug,arterial hypertension,disease,treated_by
benzthiazide,drug,anasarka,disease,treated_by
benzthiazide,drug,nephrotic syndrome,disease,treated_by
benzthiazide,drug,congestive heart failure,disease,treated_by
alglucosidase alfa,drug,glycogen storage disease ii,disease,treated_by
alglucosidase alfa,drug,glycogen storage disease,disease,treated_by
ringer's lactate solution,drug,foodborne illness,disease,treated_by
ringer's lactate solution,drug,salmonellosis,disease,treated_by
ringer's lactate solution,drug,arsine exposure,disease,treated_by
brexpiprazole,drug,schizophrenia,disease,treated_by
brexpiprazole,drug,anxiety,disease,treated_by
brexpiprazole,drug,psychosis,disease,treated_by
brexpiprazole,drug,schizoaffective disorder,disease,treated_by
butoconazole,drug,vulvovaginal candidiasis,disease,treated_by
cannabis indica,drug,post-traumatic stress disorder,disease,treated_by
cariprazine,drug,schizophrenia,disease,treated_by
cariprazine,drug,bipolar i disorder,disease,treated_by
nitazoxanide,drug,giardiasis,disease,treated_by
nitazoxanide,drug,cryptosporidiosis,disease,treated_by
nitazoxanide,drug,fasciolosis,disease,treated_by
activated charcoal,drug,thallium poisoning,disease,treated_by
activated charcoal,drug,nicotine poisoning,disease,treated_by
activated charcoal,drug,cyanogen chloride exposure,disease,treated_by
activated charcoal,drug,hydrogen cyanide exposure,disease,treated_by
activated charcoal,drug,potassium cyanide exposure,disease,treated_by
