x_name,x_type,y_name,y_type,relation
venetoclax,drug,b-cell lymphoma,disease,treated_by
esatenolol,drug,myocardial infarction,disease,treated_by
interferon gamma,drug,feline infectious peritonitis,disease,treated_by
intravenous fluid replacement,drug,beta blocker poisoning,disease,treated_by
buprenorphine/naloxone,drug,non-controlled substance abuse,disease,treated_by
buprenorphine/naloxone,drug,substance abuse,disease,treated_by
buprenorphine/naloxone,drug,withdrawal symptom,disease,treated_by
tucatinib,drug,breast cancer,disease,treated_by
nusinersen,drug,spinal muscular atrophy,disease,treated_by
sofosbuvir/velpatasvir,drug,hepatitis c,disease,treated_by
amine fluoride,drug,dental caries,disease,treated_by
pyloroplasty,drug,gastroparesis,disease,treated_by
niraparib,drug,ovarian cancer,disease,treated_by
niraparib,drug,peritoneum cancer,disease,treated_by
niraparib,drug,fallopian tube carcinoma,disease,treated_by
lenzilumab,drug,covid-19,disease,treated_by
lanadelumab,drug,covid-19,disease,treated_by
hydrocortisone,drug,septic shock,disease,treated_by
(+/-)-colchicine,drug,familial mediterranean fever,disease,treated_by
doxorubicin hydrochloride,drug,leukemia,disease,treated_by
doxorubicin hydrochloride,drug,prostate cancer,disease,treated_by
doxorubicin hydrochloride,drug,lymphoma,disease,treated_by
doxorubicin hydrochloride,drug,pancreatic cancer,disease,treated_by
doxorubicin hydrochloride,drug,testicular cancer,disease,treated_by
doxorubicin hydrochloride,drug,multiple myeloma,disease,treated_by
doxorubicin hydrochloride,drug,neuroblastoma,disease,treated_by
doxorubicin hydrochloride,drug,uterine cancer,disease,treated_by
doxorubicin hydrochloride,drug,liver tumor,disease,treated_by
doxorubicin hydrochloride,drug,head and neck cancer,disease,treated_by
doxorubicin hydrochloride,drug,gastrointestinal system cancer,disease,treated_by
doxorubicin hydrochloride,drug,benign mesothelioma,disease,treated_by
doxorubicin hydrochloride,drug,lung benign neoplasm,disease,treated_by
doxorubicin hydrochloride,drug,thyroid carcinoma,disease,treated_by
doxorubicin hydrochloride,drug,embryonal cancer,disease,treated_by
doxorubicin hydrochloride,drug,spindle cell sarcoma,disease,treated_by
capmatinib,drug,non-small-cell lung carcinoma,disease,treated_by
enasidenib,drug,acute myeloid leukemia,disease,treated_by
fondaparinux,drug,thrombosis,disease,treated_by
fondaparinux,drug,thrombophlebitis,disease,treated_by
fondaparinux,drug,atrial fibrillation,disease,treated_by
fondaparinux,drug,phlebitis,disease,treated_by
furtrethonium,drug,glaucoma,disease,treated_by
ginsenoside rg3,drug,esophageal cancer,disease,treated_by
ginsenoside rg3,drug,hepatocellular carcinoma,disease,treated_by
ginsenoside rg3,drug,non-small-cell lung carcinoma,disease,treated_by
latanoprost acid,drug,open-angle glaucoma,disease,treated_by
latanoprost acid,drug,ocular hypertension,disease,treated_by
maxacalcitol,drug,secondary hyperparathyroidism,disease,treated_by
monomethyl fumarate,drug,multiple sclerosis,disease,treated_by
piclidenoson,drug,covid-19,disease,treated_by
ribociclib,drug,breast cancer,disease,treated_by
valbenazine,drug,tardive dyskinesia,disease,treated_by
penicillin g potassium,drug,gonorrhea,disease,treated_by
sucrosofate,drug,pancreatic cancer,disease,treated_by
(s)-warfarin,drug,vein disorder,disease,treated_by
methylene blue cation,drug,methemoglobinemia,disease,treated_by
carbonate ion,drug,peptic ulcer disease,disease,treated_by
carbonate ion,drug,gastroesophageal reflux disease,disease,treated_by
carbonate ion,drug,duodenal ulcer,disease,treated_by
carbonate ion,drug,heartburn,disease,treated_by
carbonate ion,drug,indigestion,disease,treated_by
carbonate ion,drug,chronic renal insufficiency,disease,treated_by
carbonate ion,drug,hematochezia,disease,treated_by
carbonate ion,drug,peptic esophagitis,disease,treated_by
carbonate ion,drug,gastric ulcer,disease,treated_by
silver cation,drug,ophthalmia neonatorum,disease,treated_by
ferrous sulfate heptahydrate,drug,iron deficiency anemia,disease,treated_by
ferrous sulfate heptahydrate,drug,hypochromic anemia,disease,treated_by
(r)-warfarin,drug,vein disorder,disease,treated_by
cefditoren pivoxil,drug,tonsillitis,disease,treated_by
cefditoren pivoxil,drug,pharyngitis,disease,treated_by
docusate,drug,constipation,disease,treated_by
brompheniramine maleate,drug,vasomotor rhinitis,disease,treated_by
carteolol hydrochloride,drug,arterial hypertension,disease,treated_by
carteolol hydrochloride,drug,open-angle glaucoma,disease,treated_by
carteolol hydrochloride,drug,ocular hypertension,disease,treated_by
eseridine,drug,indigestion,disease,treated_by
fluocinolone,drug,inflammation,disease,treated_by
fluocinolone,drug,atopic dermatitis,disease,treated_by
fluocinolone,drug,acropustulosis,disease,treated_by
fluocinolone,drug,facial dermatosis,disease,treated_by
fluocinolone,drug,leg dermatosis,disease,treated_by
fluocinolone,drug,hand dermatosis,disease,treated_by
sulfamethoxazole / trimethoprim,drug,nocardiosis,disease,treated_by
zuranolone,drug,postpartum depression,disease,treated_by
voretigene neparvovec,drug,retinitis pigmentosa,disease,treated_by
insulin,drug,beta blocker poisoning,disease,treated_by
postcoital contraceptives,drug,emergency contraception,disease,treated_by
lipid regulating agents,drug,arteriosclerotic heart disease,disease,treated_by
cerumenolytic agent,drug,excessive ear wax,disease,treated_by
antihyperkalemic agents,drug,hyperkalemia,disease,treated_by
"(r,r)-asenapine",drug,schizophrenia,disease,treated_by
"(r,r)-asenapine",drug,bipolar i disorder,disease,treated_by
ravulizumab,drug,covid-19,disease,treated_by
otilimab,drug,covid-19,disease,treated_by
elexacaftor/ivacaftor/tezacaftor,drug,cystic fibrosis,disease,treated_by
wound closure technique,drug,wound,disease,treated_by
bupropion,drug,major depressive disorder,disease,treated_by
abrocitinib,drug,atopic dermatitis,disease,treated_by
perfluorohexyloctane,drug,dry eye syndrome,disease,treated_by
lisinopril/amlodipine,drug,arterial hypertension,disease,treated_by
gs-441524,drug,feline infectious peritonitis,disease,treated_by
molnupiravir,drug,covid-19,disease,treated_by
pacing,drug,post-exertional malaise,disease,treated_by
nangibotide,drug,covid-19,disease,treated_by
behavioral intervention,drug,problem behavior,disease,treated_by
casirivimab/imdevimab,drug,covid-19,disease,treated_by
zilucoplan,drug,covid-19,disease,treated_by
remestemcel-l,drug,covid-19,disease,treated_by
efgartigimod alfa,drug,myasthenia gravis,disease,treated_by
nirmatrelvir/ritonavir,drug,covid-19,disease,treated_by
weight loss treatment,drug,obesity,disease,treated_by
urokinase,drug,myocardial infarction,disease,treated_by
urokinase,drug,pulmonary embolism,disease,treated_by
urokinase,drug,coronary thrombosis,disease,treated_by
rac-warfarin,drug,heart disease,disease,treated_by
rac-warfarin,drug,pulmonary embolism,disease,treated_by
rac-warfarin,drug,thrombosis,disease,treated_by
rac-warfarin,drug,thrombophlebitis,disease,treated_by
rac-warfarin,drug,transient cerebral isolation,disease,treated_by
rac-warfarin,drug,atrial fibrillation,disease,treated_by
rac-warfarin,drug,heart valve disease,disease,treated_by
rac-warfarin,drug,atrial flutter,disease,treated_by
rac-warfarin,drug,silent stroke,disease,treated_by
rac-warfarin,drug,postoperative complications,disease,treated_by
rac-warfarin,drug,feline arterial thromboembolism,disease,treated_by
nk cell therapy for recurrent glioblastoma multiform patients,drug,glioblastoma,disease,treated_by
hypospadias repair,drug,hypospadias,disease,treated_by
epispadias repair,drug,epispadias,disease,treated_by
lumbar epidural blood patch,drug,spinal leak of cerebrospinal fluid,disease,treated_by
head elevation,drug,cranial leak of cerebrospinal fluid,disease,treated_by
deuremidevir,drug,covid-19,disease,treated_by
vaginal splinting,drug,constipation,disease,treated_by
digital disimpaction,drug,constipation,disease,treated_by
digital fecal evacuation,drug,constipation,disease,treated_by
vilobelimab,drug,acute respiratory distress syndrome,disease,treated_by
ureterolithotomy,drug,urethral calculus,disease,treated_by
anti-choking device,drug,choking,disease,treated_by
da-epoch-r,drug,non-hodgkin lymphoma,disease,treated_by
palopegteriparatide,drug,hypoparathyroidism,disease,treated_by
nedosiran,drug,primary hyperoxaluria,disease,treated_by
berdazimer sodium,drug,molluscum contagiosum,disease,treated_by
drug harm reduction,drug,substance dependence,disease,treated_by
penile replantation,drug,penis amputation,disease,treated_by
obedience in islam,drug,khusran,disease,treated_by
trimetrexate,drug,pneumocystosis,disease,treated_by
trimetrexate,drug,pneumocystis pneumonia,disease,treated_by
rhinaer,drug,chronic rhinitis,disease,treated_by
rhinaer,drug,rhinaer,disease,treated_by
tetrahydrozoline,drug,hyperaemia,disease,treats
tretinoin,drug,skin disease,disease,treats
cholecalciferol,drug,skin disease,disease,treats
light therapy,drug,skin disease,disease,treats
l-menthol,drug,skin disease,disease,treats
polyhexanide,drug,skin disease,disease,treats
bacitracin a,drug,skin disease,disease,treats
prednisone,drug,skin disease,disease,treats
ingenol mebutate,drug,skin disease,disease,treats
puva therapy,drug,skin disease,disease,treats
alitretinoin,drug,skin disease,disease,treats
botulinum toxin type a,drug,skin disease,disease,treats
diflucortolone,drug,skin disease,disease,treats
alum springs,drug,skin disease,disease,treats
prednisolone,drug,skin disease,disease,treats
chloride springs,drug,skin disease,disease,treats
radioactive hot spring,drug,skin disease,disease,treats
hydrogen carbonate spring,drug,skin disease,disease,treats
sulphur spring,drug,skin disease,disease,treats
sulfur spring,drug,skin disease,disease,treats
acid spring,drug,skin disease,disease,treats
1-(diaminomethylidene)-2-hexylguanidine,drug,skin disease,disease,treats
metronidazole,drug,amebiasis,disease,treats
minocycline,drug,amebiasis,disease,treats
paromomycin,drug,amebiasis,disease,treats
chloroquine,drug,amebiasis,disease,treats
tinidazole,drug,amebiasis,disease,treats
emetine,drug,amebiasis,disease,treats
amebicide,drug,amebiasis,disease,treats
tilbroquinol,drug,amebiasis,disease,treats
otl-103,drug,wiskott-aldrich syndrome,disease,treats
cytarabine,drug,myelodysplastic syndrome,disease,treats
thalidomide,drug,myelodysplastic syndrome,disease,treats
cyclosporine,drug,myelodysplastic syndrome,disease,treats
eltrombopag,drug,myelodysplastic syndrome,disease,treats
azacitidine,drug,myelodysplastic syndrome,disease,treats
deferoxamine,drug,myelodysplastic syndrome,disease,treats
(rs)-lenalidomide,drug,myelodysplastic syndrome,disease,treats
deferiprone,drug,myelodysplastic syndrome,disease,treats
vorinostat,drug,myelodysplastic syndrome,disease,treats
decitabine,drug,myelodysplastic syndrome,disease,treats
romiplostim,drug,myelodysplastic syndrome,disease,treats
ipilimumab,drug,myelodysplastic syndrome,disease,treats
filgrastim,drug,myelodysplastic syndrome,disease,treats
deferasirox,drug,myelodysplastic syndrome,disease,treats
epoetin alfa,drug,myelodysplastic syndrome,disease,treats
nivolumab,drug,myelodysplastic syndrome,disease,treats
ruxolitinib,drug,myelodysplastic syndrome,disease,treats
venetoclax,drug,myelodysplastic syndrome,disease,treats
iron,drug,iron deficiency anemia,disease,treats
iron(ii) fumarate,drug,iron deficiency anemia,disease,treats
sodium ferric gluconate complex,drug,iron deficiency anemia,disease,treats
ferric carboxymaltose,drug,iron deficiency anemia,disease,treats
ferrous sulfate heptahydrate,drug,iron deficiency anemia,disease,treats
ferrous gluconate dihydrate,drug,iron deficiency anemia,disease,treats
iron sucrose,drug,iron deficiency anemia,disease,treats
ferumoxides,drug,iron deficiency anemia,disease,treats
bromocriptine,drug,prolactinoma,disease,treats
cabergoline,drug,prolactinoma,disease,treats
tolvaptan,drug,syndrome of inappropriate antidiuretic hormone secretion,disease,treats
demeclocycline,drug,syndrome of inappropriate antidiuretic hormone secretion,disease,treats
d-(-)-mannitol,drug,oliguria,disease,treats
triiodothyronine,drug,myxedema,disease,treats
l-thyroxine,drug,myxedema,disease,treats
thyroglobulin,drug,myxedema,disease,treats
methylprednisolone,drug,optic neuritis,disease,treats
amnioreduction,drug,polyhydramnios,disease,treats
cytarabine,drug,acute leukemia,disease,treats
dasatinib monohydrate,drug,acute leukemia,disease,treats
nystatin,drug,vulvovaginal candidiasis,disease,treats
tioconazole,drug,vulvovaginal candidiasis,disease,treats
ketoconazole,drug,vulvovaginal candidiasis,disease,treats
itraconazole,drug,vulvovaginal candidiasis,disease,treats
fluconazole,drug,vulvovaginal candidiasis,disease,treats
clotrimazole,drug,vulvovaginal candidiasis,disease,treats
crystal violet,drug,vulvovaginal candidiasis,disease,treats
sulfanilamide,drug,vulvovaginal candidiasis,disease,treats
butoconazole,drug,vulvovaginal candidiasis,disease,treats
terconazole,drug,vulvovaginal candidiasis,disease,treats
rac-miconazole,drug,vulvovaginal candidiasis,disease,treats
d-(-)-mannitol,drug,cerebral edema,disease,treats
dexamethasone,drug,cerebral edema,disease,treats
decompressive craniectomy,drug,cerebral edema,disease,treats
mannitol hexanitrate,drug,cerebral edema,disease,treats
prednisolone hemisuccinate,drug,cerebral edema,disease,treats
diazepam,drug,status epilepticus,disease,treats
phenobarbital,drug,status epilepticus,disease,treats
lorazepam,drug,status epilepticus,disease,treats
(rs)-pentobarbital,drug,status epilepticus,disease,treats
amobarbital,drug,status epilepticus,disease,treats
etomidate,drug,status epilepticus,disease,treats
propofol,drug,status epilepticus,disease,treats
midazolam,drug,status epilepticus,disease,treats
fosphenytoin,drug,status epilepticus,disease,treats
tacrolimus,drug,polymyositis,disease,treats
rituximab,drug,polymyositis,disease,treats
methotrexate,drug,polymyositis,disease,treats
mycophenolate mofetil,drug,polymyositis,disease,treats
prednisolone,drug,polymyositis,disease,treats
lindane,drug,lice infestation,disease,treats
permethrin,drug,lice infestation,disease,treats
methoxychlor,drug,lice infestation,disease,treats
ivermectin,drug,lice infestation,disease,treats
piperonyl butoxide,drug,lice infestation,disease,treats
malathion,drug,lice infestation,disease,treats
clorsulon,drug,lice infestation,disease,treats
spinosad,drug,lice infestation,disease,treats
teflubenzuron,drug,lice infestation,disease,treats
ciprofloxacin,drug,epididymitis,disease,treats
dl-ofloxacin,drug,epididymitis,disease,treats
ceftriaxone,drug,epididymitis,disease,treats
levofloxacin hemihydrate,drug,epididymitis,disease,treats
calcitriol,drug,hyperparathyroidism,disease,treats
dihydrotachysterol,drug,hyperparathyroidism,disease,treats
paricalcitol,drug,hyperparathyroidism,disease,treats
denosumab,drug,hyperparathyroidism,disease,treats
doxercalciferol,drug,hyperparathyroidism,disease,treats
imidacloprid,drug,toxocariasis,disease,treats
a pilot study examining for the presence of fecal coliforms and tropical diseases in peru,drug,tropical disease,disease,treats
hydroxocobalamin,drug,pernicious anemia,disease,treats
cyanocobalamin,drug,pernicious anemia,disease,treats
epispadias repair,drug,epispadias,disease,treats
vemurafenib,drug,erdheim-chester disease,disease,treats
skin frostbite protocol,drug,frostbite,disease,treats
paromomycin,drug,cryptosporidiosis,disease,treats
nitazoxanide,drug,cryptosporidiosis,disease,treats
cholesterol,drug,nutrition disorder,disease,treats
l-tyrosine,drug,nutrition disorder,disease,treats
alpha-linolenic acid,drug,nutrition disorder,disease,treats
linoleic acid,drug,nutrition disorder,disease,treats
bretylium,drug,heart conduction disease,disease,treats
dacarbazine,drug,fibrosarcoma,disease,treats
prednisolone,drug,acquired hemophilia,disease,treats
thalidomide,drug,erythema nodosum,disease,treats
alcohol septal ablation,drug,hypertrophic cardiomyopathy,disease,treats
septal myectomy,drug,hypertrophic cardiomyopathy,disease,treats
"4,4'-(1,3-propanediylbis(oxy))bis-benzoic acid",drug,glioma,disease,treats
alglucosidase alfa,drug,glycogen storage disease ii,disease,treats
terazosin,drug,urinary retention,disease,treats
neostigmine,drug,urinary retention,disease,treats
tamsulosin,drug,urinary retention,disease,treats
bethanechol,drug,urinary retention,disease,treats
doxazosin,drug,urinary retention,disease,treats
prazosin,drug,urinary retention,disease,treats
loracarbef,drug,urinary retention,disease,treats
hydroxycarbamide,drug,essential thrombocytosis,disease,treats
anagrelide,drug,essential thrombocytosis,disease,treats
peginterferon alfa-2a,drug,essential thrombocytosis,disease,treats
ruxolitinib,drug,essential thrombocytosis,disease,treats
celecoxib,drug,familial adenomatous polyposis,disease,treats
gripe water,drug,baby colic,disease,treats
cetuximab,drug,hypopharynx cancer,disease,treats
topiramate,drug,tonic–clonic seizure,disease,treats
phenobarbital,drug,tonic–clonic seizure,disease,treats
phenytoin,drug,tonic–clonic seizure,disease,treats
carbamazepin,drug,tonic–clonic seizure,disease,treats
mephobarbital,drug,tonic–clonic seizure,disease,treats
(s)-etiracetam,drug,tonic–clonic seizure,disease,treats
perampanel,drug,tonic–clonic seizure,disease,treats
mephenytoin,drug,tonic–clonic seizure,disease,treats
selective fetoscopic laser photocoagulation,drug,twin-to-twin transfusion syndrome,disease,treats
vinblastine,drug,histiocytosis,disease,treats
etoposide,drug,histiocytosis,disease,treats
(rs)-baclofen,drug,spinal cord injury,disease,treats
dantrolene,drug,spinal cord injury,disease,treats
ast-opc1,drug,spinal cord injury,disease,treats
olipudase alfa,drug,niemann-pick disease,disease,treats
alglucosidase alfa,drug,glycogen storage disease,disease,treats
fondaparinux,drug,phlebitis,disease,treats
mb-107,drug,gamma chain deficiency,disease,treats
bromocriptine,drug,neuroleptic malignant syndrome,disease,treats
dantrolene,drug,neuroleptic malignant syndrome,disease,treats
desmopressin,drug,nocturia,disease,treats
desmopressin acetate,drug,nocturia,disease,treats
rituximab,drug,thrombotic thrombocytopenic purpura,disease,treats
itraconazole,drug,allergic bronchopulmonary aspergillosis,disease,treats
omalizumab,drug,allergic bronchopulmonary aspergillosis,disease,treats
metofenazate,drug,catatonic schizophrenia,disease,treats
bromocriptine,drug,hyperprolactinemia,disease,treats
cabergoline,drug,hyperprolactinemia,disease,treats
zikalliance pregnant women cohort,drug,hyperprolactinemia,disease,treats
prolactine inhibitors,drug,hyperprolactinemia,disease,treats
cyclosporine,drug,focal segmental glomerulosclerosis,disease,treats
ciprofloxacin,drug,neutropenia,disease,treats
itraconazole,drug,neutropenia,disease,treats
amphotericin b,drug,neutropenia,disease,treats
vancomycin,drug,neutropenia,disease,treats
ceftazidime,drug,neutropenia,disease,treats
pegfilgrastim,drug,neutropenia,disease,treats
cefepime,drug,neutropenia,disease,treats
filgrastim,drug,neutropenia,disease,treats
teacch approach,drug,autism spectrum disorder,disease,treats
papaverine,drug,arteriosclerotic heart disease,disease,treats
tirofiban,drug,arteriosclerotic heart disease,disease,treats
pharmaceutical preparation of nitroglycerin,drug,arteriosclerotic heart disease,disease,treats
prednisone,drug,collagen disease,disease,treats
prednisolone,drug,collagen disease,disease,treats
gemfibrozil,drug,hypertriglyceridemia,disease,treats
lovastatin,drug,hypertriglyceridemia,disease,treats
verapamil,drug,essential hypertension,disease,treats
nilvadipine,drug,essential hypertension,disease,treats
fimasartan,drug,essential hypertension,disease,treats
methdilazine,drug,eczema,disease,treats
betaine,drug,homocystinuria,disease,treats
bitestrip,drug,bruxism,disease,treats
rituximab,drug,bullous pemphigoid,disease,treats
methotrexate,drug,bullous pemphigoid,disease,treats
prednisone,drug,bullous pemphigoid,disease,treats
sulfapyridine,drug,bullous pemphigoid,disease,treats
mycophenolate mofetil,drug,bullous pemphigoid,disease,treats
prednisolone,drug,bullous pemphigoid,disease,treats
(rs)-cyclophosphamide,drug,burkitt lymphoma,disease,treats
pyloromyotomy,drug,pyloric stenosis,disease,treats
space blanket,drug,hypothermia,disease,treats
dihydroxyacetone,drug,leukoderma,disease,treats
albendazol,drug,opisthorchiasis,disease,treats
praziquantel,drug,opisthorchiasis,disease,treats
gender-affirming surgery,drug,gender dysphoria,disease,treats
gender-affirmative care,drug,gender dysphoria,disease,treats
light therapy,drug,seasonal affective disorder,disease,treats
papaverine,drug,raynaud disease,disease,treats
tolazoline,drug,raynaud disease,disease,treats
captopril,drug,raynaud disease,disease,treats
prazosin,drug,raynaud disease,disease,treats
isoxsuprine,drug,raynaud disease,disease,treats
paricalcitol,drug,kidney disease,disease,treats
dopamine,drug,kidney disease,disease,treats
tin(ii) fluoride,drug,periodontal disease,disease,treats
minocycline,drug,periodontal disease,disease,treats
chlorhexidine,drug,periodontal disease,disease,treats
surgical treatment of ingrown toe nails,drug,ingrown nail,disease,treats
vandenbos procedure,drug,ingrown nail,disease,treats
metronidazole,drug,diverticulitis,disease,treats
ciprofloxacin,drug,diverticulitis,disease,treats
l-scopolamine,drug,diverticulitis,disease,treats
levofloxacin hemihydrate,drug,diverticulitis,disease,treats
ziconotide,drug,complex regional pain syndrome,disease,treats
fentanyl,drug,complex regional pain syndrome,disease,treats
gabapentin,drug,complex regional pain syndrome,disease,treats
(s)-duloxetine,drug,complex regional pain syndrome,disease,treats
pregabalin,drug,complex regional pain syndrome,disease,treats
pyridoxine/doxylamine,drug,morning sickness,disease,treats
ursodiol,drug,primary biliary cholangitis,disease,treats
d-penicillamine,drug,primary biliary cholangitis,disease,treats
elafibranor,drug,primary biliary cholangitis,disease,treats
obeticholic acid,drug,primary biliary cholangitis,disease,treats
phenobarbital,drug,cholestasis,disease,treats
chenodiol,drug,cholestasis,disease,treats
menbutone,drug,cholestasis,disease,treats
dactinomycin,drug,choriocarcinoma,disease,treats
vinblastine,drug,choriocarcinoma,disease,treats
chlorambucil,drug,choriocarcinoma,disease,treats
ribavirin,drug,crimean-congo hemorrhagic fever,disease,treats
avelumab,drug,mesothelioma,disease,treats
azacitidine,drug,chronic myelomonocytic leukemia,disease,treats
(rs)-lenalidomide,drug,chronic myelomonocytic leukemia,disease,treats
low-dose naltrexone,drug,chronic pain,disease,treats
dextro-naltrexone,drug,chronic pain,disease,treats
microglial inhibitor,drug,chronic pain,disease,treats
doxorubicin,drug,chronic lymphocytic leukemia,disease,treats
obinutuzumab,drug,chronic lymphocytic leukemia,disease,treats
(rs)-cyclophosphamide,drug,chronic lymphocytic leukemia,disease,treats
vincristine,drug,chronic lymphocytic leukemia,disease,treats
ofatumumab,drug,chronic lymphocytic leukemia,disease,treats
rituximab,drug,chronic lymphocytic leukemia,disease,treats
nilotinib,drug,chronic lymphocytic leukemia,disease,treats
cladribine,drug,chronic lymphocytic leukemia,disease,treats
chlorambucil,drug,chronic lymphocytic leukemia,disease,treats
mercaptopurine,drug,chronic lymphocytic leukemia,disease,treats
ifosfamide,drug,chronic lymphocytic leukemia,disease,treats
alemtuzumab,drug,chronic lymphocytic leukemia,disease,treats
dexamethasone,drug,chronic lymphocytic leukemia,disease,treats
prednisone,drug,chronic lymphocytic leukemia,disease,treats
pentostatin,drug,chronic lymphocytic leukemia,disease,treats
(rs)-lenalidomide,drug,chronic lymphocytic leukemia,disease,treats
bendamustine,drug,chronic lymphocytic leukemia,disease,treats
pegfilgrastim,drug,chronic lymphocytic leukemia,disease,treats
idelalisib,drug,chronic lymphocytic leukemia,disease,treats
ibrutinib,drug,chronic lymphocytic leukemia,disease,treats
pegaspargase,drug,chronic lymphocytic leukemia,disease,treats
uracil mustard,drug,chronic lymphocytic leukemia,disease,treats
acalabrutinib,drug,chronic lymphocytic leukemia,disease,treats
venetoclax,drug,chronic lymphocytic leukemia,disease,treats
duvelisib,drug,chronic lymphocytic leukemia,disease,treats
dasatinib monohydrate,drug,chronic lymphocytic leukemia,disease,treats
etoposide phosphate,drug,chronic lymphocytic leukemia,disease,treats
copiktra,drug,chronic lymphocytic leukemia,disease,treats
pirtobrutinib,drug,chronic lymphocytic leukemia,disease,treats
cilostazol,drug,intermittent claudication,disease,treats
pentoxifylline,drug,intermittent claudication,disease,treats
nafronyl,drug,intermittent claudication,disease,treats
cyclandelate,drug,intermittent claudication,disease,treats
albendazol,drug,clonorchiasis,disease,treats
praziquantel,drug,clonorchiasis,disease,treats
azithromycin,drug,urethritis,disease,treats
erythromycin,drug,urethritis,disease,treats
fluvastatin,drug,hypertriglyceridemia,disease,treats
colestyramine,drug,hypertriglyceridemia,disease,treats
fenofibrate,drug,hypertriglyceridemia,disease,treats
maraviroc,drug,hypertriglyceridemia,disease,treats
cerivastatin,drug,hypertriglyceridemia,disease,treats
atorvastatin,drug,hypertriglyceridemia,disease,treats
simvastatin,drug,hypertriglyceridemia,disease,treats
colesevelam,drug,hypertriglyceridemia,disease,treats
pravastatin,drug,hypertriglyceridemia,disease,treats
clofibrate,drug,hypertriglyceridemia,disease,treats
colestipol,drug,hypertriglyceridemia,disease,treats
5-fluorocytosine,drug,cryptococcosis,disease,treats
natamycin,drug,cryptococcosis,disease,treats
itraconazole,drug,cryptococcosis,disease,treats
fluconazole,drug,cryptococcosis,disease,treats
amphotericin b,drug,cryptococcosis,disease,treats
sleep phase chronotherapy,drug,delayed sleep phase disorder,disease,treats
zoledronic acid,drug,hypercalcemia,disease,treats
edetic acid,drug,hypercalcemia,disease,treats
denosumab,drug,hypercalcemia,disease,treats
prednisone,drug,hypercalcemia,disease,treats
pamidronic acid,drug,hypercalcemia,disease,treats
etidronic acid,drug,hypercalcemia,disease,treats
plicamycin,drug,hypercalcemia,disease,treats
gallium nitrate,drug,hypercalcemia,disease,treats
zoledronic acid monohydrate,drug,hypercalcemia,disease,treats
rosuvastatin,drug,lipid metabolism disorder,disease,treats
fluvastatin,drug,lipid metabolism disorder,disease,treats
colesevelam,drug,lipid metabolism disorder,disease,treats
pregabalin,drug,spinal stenosis,disease,treats
eculizumab,drug,paroxysmal nocturnal hemoglobinuria,disease,treats
hydroxychloroquine,drug,porphyria cutanea tarda,disease,treats
idursulfase,drug,mucopolysaccharidosis,disease,treats
spironolactone,drug,conn's syndrome,disease,treats
auranofin,drug,pemphigus,disease,treats
chloroquine,drug,pemphigus,disease,treats
aurothioglucose,drug,pemphigus,disease,treats
aminobenzoate potassium,drug,pemphigus,disease,treats
imatinib,drug,gastrointestinal stromal tumor,disease,treats
ponatinib,drug,gastrointestinal stromal tumor,disease,treats
nilotinib,drug,gastrointestinal stromal tumor,disease,treats
sunitinib,drug,gastrointestinal stromal tumor,disease,treats
regorafenib,drug,gastrointestinal stromal tumor,disease,treats
pazopanib,drug,gastrointestinal stromal tumor,disease,treats
ripretinib,drug,gastrointestinal stromal tumor,disease,treats
avapritinib,drug,gastrointestinal stromal tumor,disease,treats
oxandrolone,drug,failure to thrive,disease,treats
amiodarone,drug,atrial flutter,disease,treats
apixaban,drug,atrial flutter,disease,treats
rivaroxaban,drug,atrial flutter,disease,treats
dofetilide,drug,atrial flutter,disease,treats
dabigatran etexilate,drug,atrial flutter,disease,treats
rac-warfarin,drug,atrial flutter,disease,treats
fluoxymesterone,drug,delayed puberty,disease,treats
sodium bicarbonate,drug,renal tubular acidosis,disease,treats
tripotassium citrate,drug,renal tubular acidosis,disease,treats
carboplatin,drug,choroid plexus carcinoma,disease,treats
thalidomide,drug,pyoderma gangrenosum,disease,treats
adalimumab,drug,pyoderma gangrenosum,disease,treats
infliximab,drug,pyoderma gangrenosum,disease,treats
clofazimine,drug,pyoderma gangrenosum,disease,treats
sulfapyridine,drug,pyoderma gangrenosum,disease,treats
prednisolone,drug,pyoderma gangrenosum,disease,treats
propantheline bromide,drug,pancreatitis,disease,treats
idursulfase,drug,mucopolysaccharidosis ii,disease,treats
procyclidine,drug,parkinsonian syndrome,disease,treats
ropinirol,drug,parkinsonian syndrome,disease,treats
levodopa/carbidopa,drug,parkinsonian syndrome,disease,treats
pimavanserin,drug,parkinsonian syndrome,disease,treats
droxidopa,drug,multiple system atrophy,disease,treats
hydroxycarbamide,drug,thrombogavitis,disease,treats
anagrelide,drug,thrombogavitis,disease,treats
chlorambucil,drug,thrombogavitis,disease,treats
ruxolitinib,drug,thrombogavitis,disease,treats
uracil mustard,drug,thrombogavitis,disease,treats
tetrabenazine,drug,tardive dyskinesia,disease,treats
valbenazine,drug,tardive dyskinesia,disease,treats
rivaroxaban,drug,thrombophilia,disease,treats
pamidronic acid,drug,mammary paget's disease,disease,treats
tiludronic acid,drug,mammary paget's disease,disease,treats
thiamine(1+) ion,drug,wernicke encephalopathy,disease,treats
becaplermin,drug,venous ulcer,disease,treats
clopidogrel,drug,carotid artery stenosis,disease,treats
dantrolene,drug,malignant hyperthermia,disease,treats
sodium phenylbutyrate,drug,urea cycle disorder,disease,treats
calcitriol,drug,hypoparathyroidism,disease,treats
